Id_Interview;Thème;Interview
11;;Ah oui, oui, absolument. Ouais, ouais, on les laisse sortir sans crainte. Après, c'est sûr que ils sont pas très nombreux, que y a des générations ... Alors moi les garçons, ils ont eu de la chance, ma fille, elle a un peu moins de chance, il y a moins de gosses de son âge et surtout de filles. Mais bon, elle le vit pas mal. Après elle a ses chevaux, enfin ils ont autre chose quoi, voilà. Et si elle peut rester à Corte avec ses copines, elle reste à Corte avec ses copines et puis voilà. Donc je pense pas franchement je pense pas qu'ils le vivent mal. Voilà, on a aucun sentiment d'insécurité à part l'été, quand y a beaucoup de touristes, voilà. Mais sinon non, on sait que partout tout le monde les connaît enfin.  
12;;Voilà, ça c'est important pour vous ?  
13;;Bah c'est important. Oui ben je pense qu’ils auraient pas autant de liberté si on vivait en ville. Enfin je leur accorderais pas autant de liberté. Voilà après ils feraient certainement autre chose hein, mais voilà en tout cas là je suis pas très inquiète.  
14;;Bon, on n'est pas très nombreux. Après je sais même pas, je trouverais pas de point négatif parce que moi, par rapport à mon métier, j'ai une vie sociale. Voilà, après c'est sûr que pour les gens qui sont qui n'ont pas d'activité et tout ça, il y a peut-être un manque à ce niveau-là. Mais moi je m'ennuie pas en vivant au village quoi. Loin de là.  
15;;C'est à dire que quand ils étaient petits, j'avais cette cadence de descendre tous les ... Passer la journée le mercredi entre Corte, Ponte-Leccia, pour les activités et tout ça donc, plus des fois y avait des trucs le mardi soir, ils avaient des trucs le vendredi soir, je passais mon temps sur la route, en fait. C'est ça en fait qui pèse, c'est la route, c'est pas le fait ... Et maintenant, plus ils grandissent, moins ils ont d'activité où ils les font après le collège et enfin bon voilà donc en fait moins je bouge, moins j'ai envie de bouger, enfin moi ça me plus ça me semble. Après ce qui est compliqué, c'est peut-être l'accès aux soins. Enfin, ce genre de choses. Après, quand on est jeune, encore jeunes entre guillemets, comme nous, c'est moins pesant que les personnes qui vieillissent un petit peu, je dirais. Mais c'est vrai que là demain, j'ai un rendez-vous médical à Ajaccio, je descends ce soir à Ajaccio. Enfin bon voilà, c'est ce genre de choses mais c'est pas un poids.  
16;;C'est trop ponctuel pour?... c’est pas assez régulier pour que ça soit problématique.  
17;;Ouais, voilà.  
18;;Et justement, vous qui avez quand même expérimenté la grande ville, donc aussi l'accès à la culture, aux loisirs, c'est pas quelque chose de qui vous manque ? Que vous recherchez ? Ou c'est juste que vous avez adapté vos loisirs?à votre cadre de vie??  
19;;C'est plus une adaptation. Après, je pense que quand on a des enfants en bas âge, quoi qu'il en soit, qu'on soit en ville ou ici forcément, on met un peu ce genre d'activité en sommeil, voilà. Et puis aujourd'hui, je veux pas dire que ça me freine pas, parce que des fois si y a un truc en semaine à Bastia, je vais pas y aller, mais après je peux aller au cinéma, au théâtre, le week-end, ça me pose pas de problème quoi, descendre voir un spectacle à Bastia ou Ajaccio ou à Corte donc je sais pas si vraiment la différence est si importante que ça en fait. Je sais pas si j'aurais fait beaucoup plus si j'étais restée en ville,  
20;;Oui, c'est vrai que la semaine on n'a pas forcément l'énergie ou le temps.   
21;;Ouais non c'est ça. Bon après en plus quand les enfants sont petits là c'était c'est sûr que non. Après, c'est sûr que quand on aura plus les enfants, voilà peut-être qu'on éprouvera plus le besoin d'aller vers ce genre de loisir, quoi. Enfin voilà, et puis on a toujours essayé que les enfants aient accès aussi?... donc ils ont tous fait de la danse, de la musique. Et puis il y a quand même une dynamique ici qui fait que aussi on essaie de proposer aux enfants bons, ponctuellement évidemment hein, des spectacles. Enfin, en tout cas par rapport à l'école, c'est important donc. On essaie qu'ils aient accès un peu aux mêmes choses que les autres enfants, quoi. Du coup, voilà, on part en voyage scolaire tous les ans, ce qui est loin d'être le cas de tous les enfants qui sont dans les écoles, et on essaie de les amener si possible dans des endroits différents. Donc souvent, en général, on va au bord de la mer et là, cette année, on va aller à Porticcio, on part une semaine à Porticcio au mois de juin et on part toute l'école.   
22;;L'avantage de la Corse, c'est que vous avez pas besoin d'aller super loin pour changer de décor.  Donc au niveau de l'école, c'est une volonté quand même d'essayer de proposer aux enfants des choses essayer de maintenir un peu une dynamique?? 
23;;Ah oui, oui, mais après il y a pas que l'école, hein. Enfin, même les parents d'élèves, ils sont assez dynamiques là. Et voilà, ils leur font faire des sorties pendant les vacances. Enfin voilà, il y a, il y a des choses qui s'organisent. Ouais après voilà, après, c'est toujours pareil, hein, c'est du bénévolat et donc il va avoir des moments où c'est en sommeil et puis des moments où il va y avoir des gens un peu dynamiques, voilà. C'est un des problèmes, c'est à dire que comme on n'est pas nombreux, ça repose toujours sur les mêmes personnes et qu’au bout d'un moment, les personnes s'usent.  
24;;Et vous, justement, vous me parliez un peu de l'été quand il y a les touristes et tout, vous vivez comment un peu cette saisonnalité?? Encore que je sais pas si je connais pas trop le tourisme ici, mais je sais pas si c'est aussi présent que dans d’autres territoires plus touristiques en Corse.  
25;;C'est pas les mêmes touristes, on va dire. Les gens qui viennent à la montagne, disons que oui, c'est moins un tourisme de masse mais il y a quand même de plus en plus de gens qui viennent, vers la montagne. Et voilà, après, on est conscients que c'est une activité, qu'il faut qu'elle existe. Et puis nous, on a l'impression que le canton se réveille. Voilà, il y a. C'est vrai qu’il y a des restos qui sont pas ouverts toute l'année, enfin, y a des trucs qui sont pas ouverts toute l'année, des commerces qui sont pas ouverts toute l'année et tout ça donc, c'est un peu le réveil du ... Voilà après c'est dommage que ce soit regroupé sur un temps intense et court quoi. Voilà après, honnêtement le mois d'août quand on passe de 50 personnes au village à 300 personnes c’est bof. Après, c'est des gens originaires du village qui reviennent et c’est très bien aussi. Et puis on se dit que, peut-être qu'il y en a parmi ceux-là qui voudront faire comme nous, quoi, qui voudront vivre au village.  
26;;Justement, quelle relation vous entretenez avec les personnes originaires d'ici mais qui reviennent que le week-end ou que les vacances?? Est-ce que vous savez pourquoi eux, ils envisagent pas pour l'instant de s'installer définitivement.  
27;;Il y a un peu de tout, hein. Je pense qu’il y a des gens c'est essentiellement par rapport au travail. Voilà après quand on est un peu cadre ou quand on a un travail dans une administration et tout c'est pas évident de dire je lâche tout pour venir ici. Même si l'histoire du Covid et du télétravail a fait que bon voilà ... certains des fois le week-end il vont le faire trois jours, ils vont le rallonger et puis ils vont se faire une journée en télétravail. Mais non, c'est surtout le travail qui fait que les gens ... bon après y en a qui ne se voient pas, qui ne se verraient pas à l'année ici hein, ou il y a même des gens anciens qui ont connu le village avec du monde et beaucoup plus de vie et qui nous disent qu'ils se sentiraient pas de passer l'hiver quand on est cinquante personnes parce que ça leur renvoie pas l'image du village qu'ils ont connu quoi. Après je pense que de notre génération, c’est vraiment l'activité qui fait que?... parce que y en a qui montent vraiment tous les week-ends. Le week-end, il y a quand même une vie un peu plus ... Mais ouais, je pense que c'est le travail et puis pour les enfants aussi pareil hein. Après on peut pas dire, c'est sûr que il y a plus de commodité et plus de facilité en ville hein.  
28;;Mais vous pensez que s’il y avait un marché de l'emploi qui se développerait, la création d'entreprise et tout ça pourrait ... si les gens avaient l'opportunité de travailler ici il y en aurait pas mal qui qui reviendraient s'installer?? 
29;;Bah il y en aurait, après en quelle quantité je sais pas mais oui, certainement, y en aurait. Peut-être que c'est une fausse impression, mais j'ai l'impression que oui, de plus en plus, il y a quand même des gens qui ont envie de de revenir. Mais dans les faits, c'est pas ce qu'on constate. On le constate quand ils parlent, voilà, mais entre le dire et le faire bon. Après ça se comprend aussi hein. Nous, on l'a fait avant de de construire notre foyer. Enfin, on avait déjà un enfant, mais je veux dire, moi je rentrais de Marseille, on l'a pas fait en changeant d'activité professionnelle. Enfin mon mari, oui, en changeant de boulot, il a attendu d'avoir un boulot sur Corte. Mais bon après voilà, c'est contraignant quand même, tous les jours, il faut descendre à Corte travailler.  
30;;Oui, c'est ça, parce que votre mari, il travaille sur Corte??  
31;;Ouais.   
32;;Ça doit être fatiguant un peu, mais ça vaut le coup je suppose que pour rester ici, c'est vraiment un choix.   
33;;Oui, après nous la route, franchement on la voit plus, hein. Enfin, en tout cas, la route jusqu'à Corte.  
34;;En vrai c’est pas si pire hein. Ça se fait vite.  
35;;Ça se fait vite, on sait à quelle heure on part, on sait à quelle heure on arrive, y a pas d'embouteillage. Enfin voilà, donc c'est pas pire que les gens qui restent une heure dans les embouteillages. Moi quand descends à Ajaccio ou à Bastia ... Ajaccio, c'est encore pire quand je descends à Ajaccio, je ... 
36;;Au moins, la route est belle là.  
37;;Voilà bon, après je peux pas vous dire c'est pas bien hein, c'est un choix et c'est ce qu'on a voulu et je pense que si on était pas bien on avait, nous, l'opportunité de changer. Moi mon travail, je pouvais le faire ailleurs et voilà, donc on est confortés dans notre choix. Après est-ce qu’on a bien fait ...  
38;;Tant que vous vous sentez bien ici ...  
39;;Oui, oui, nous, c'est sûr. Après, pour les enfants, je pense aussi qu'on a bien fait, mais on n'est jamais sûr de rien.  
40;;Mais, est-ce que pour vous, quand même la présence de service essentiel comme la pharmacie, le médecin, la boulangerie etc., ça participe quand même au fait que vous restiez ou si ça venait à fermer vous vous poseriez là peut-être des questions?? S'il y avait moins de ces services quand même assez essentiels on va dire.  
41;;Je pense que dans l'immédiat ça me ferait pas changer, mais je pense que en vieillissant oui c'est obligé. Parce que moi aujourd’hui si j'ai besoin de quelque chose mon mari il remonte tous les jours de Corte, enfin voilà. Mais je pense qu’à long terme, oui, c'est évident que s'il y a plus ces services on se posera la question, ouais.  
42;;Oui, et ça, le maintien de ces services, même de l'école, vous disiez qu'il y a moins d’enfants ... Vous pensez que dans l'avenir, ça va plutôt s'améliorer ? S'il y a de plus en plus de tourisme, donc une économie qui se relance, un peu ou ? Vous sentez un peu comment là, la dynamique dans le dans le futur??  
43;;Mais après, c'est ce que je vous disais, on a l'impression que dans les esprits que les gens ils ont envie de revenir vers le village, ils ont envie de revenir vers l'intérieur, mais dans les faits, c'est pas le cas. En tout cas c'est pas le cas pour l'instant après peut-être qu'il faut un moment pour que ça chemine et que voilà. Donc pour l'instant, on est plutôt, si on n'est pas sur du déclin, déclin, ça stagne quoi. Alors ... non, je sais pas. À voir, mais je suis pas forcément très optimiste.  
44;;C'est pas un maintien serein.  
45;;Non. En tout cas, moi qui est?... juste pour les chiffres de l'école qui sont un bon indicateur. 
46;;Vous en avez?? Vous avez quelques chiffres sur combien y avait d'enfants, peut-être y a 5 ans ... 
47;;Alors, il y a, je veux pas dire de bêtises, mais moi, quand je suis arrivée ici, donc maintenant ça fait 16 ans, déjà y avait 3 classes, on était 3 enseignantes donc on a fermé une classe, on devait avoir une quarantaine d'enfants. 45 allez, 40, 45. Donc, ça a diminué progressivement. Il y a pas eu de grosse chute, de grosses coupes, mais ça a diminué progressivement et là ouais, on stagne depuis deux, trois ans autour de la trentaine d'enfants.  
48;;Ça, c'est plutôt dû aux gens qui déménagent ou personnes qui juste en fait y a pas de nouvelles populations qui arrivent et donc il y a pas de gens qui refont des enfants?? Ils restent que les populations qui vieillissent quoi ...??  
49;;Alors, je vais pas dire ça parce que je sais que derrière il y a des enfants qui rentrent, enfin qui vont arriver les années suivantes, il y a pas mal de jeunes d’ici, qui vivent ici et qui se sent, qui ont fait le choix de s'installer. Mais il y a aussi des villages ... Par exemple là, il y a plus d'enfants de Lozzi à l'école. Y a pas aujourd’hui à Lozzi de jeunes couples avec des enfants en bas âge. Y a des jeunes couples mais sans enfant donc bon on espère, mais voilà, c'est un peu cyclique. Il y a dans certains villages, mais c’est un peu ... bon après le gros de la population, c'est à Calacuccia. Et donc ouais, je sais pas, il y a un peu de tout et puis après y a une population qui passe, il y a des gens qui arrivent ici, on sait pas d'où ils arrivent et pourquoi ils décident de s'installer là, et puis il reste deux, trois ans et puis ils repartent. Ça fait, des espèces de fluctuations comme ça. Ça, c'est un phénomène je pense qui a une quinzaine d'années?? C'est des familles qui arrivent en cherchant ... 
50;;Il y a beaucoup de néoruraux qui quittent ... mais ça justement c'est intéressant parce que les personnes de Lozzi que j'ai pu rencontrer, c'est vrai que on a tendance toujours à me parler des personnes de l'intérieur, qui sont originaires d'ici, mais intuitivement, la question des personnes qui ne sont pas originaires, qui sont peut-être même pas Corses, elle sort pas forcément tout de suite. Et justement, ces familles etc. Vous pensez qu’il y a plus de mal à créer du lien?? Vous pensez que les gens qui viennent pas du Niolu ou même de Corse ils seraient pas forcément attirés pour venir ici ? 
51;;Non pas forcément. Après moi, je pense qu’il faut venir avec un projet, c'est comme toute personne qui s'installe. Sinon premièrement sans activité, sans rien, tu ne t’intègres pas forcément. Et puis après y a des contre exemples hein. Il y a un couple qui est arrivé, il y a très longtemps maintenant puisque la gosse, elle a le même âge que le mien, le dernier, et elle a développé une activité. Elle fait les œufs, elle a fait son élevage, ils sont très bien intégrés et pourtant, ils avaient aucune attache ici. Ils sont arrivés ici par hasard, à Lozzi. On a un couple de jeunes là, elle a acheté une maison qui était en vente, maintenant elle a son compagnon. Voilà, ils ont une activité, ils sont pas du tout ... ils sont intégrés vraiment. Voilà. Après je pense que c'est une intégration dans ... il faut être intégré dans la vie sociale, dans la vie du village et il y a pas de souci. Et après Les gens qui arrivent, qui sont arrivés, qui ont essayé de travailler un petit peu souvent à l’ADMR, ce genre de choses, ça dure vraiment pas longtemps. 
52;;C'est pas une activité pérenne ... 
53;;Ouais, parce que les gens ils font ça parce que c'est la seule chose ici, c'est le seul endroit où y a du travail et c'est le seul endroit qui recrute. Enfin pas le seul, mais si vous arrivez, vous voulez travailler là ils embauchent y a pas de problème, y a des besoins énormes en aide à la personne. Mais les gens ils font ça pas parce que ça leur plaît, parce que c'est la seule chose qu'ils peuvent faire. Donc voilà et après souvent il reste deux ans, trois ans, quatre ans et puis ils repartent. Après je pense, y a des gens qui arrivent ici parce qu'ils pensent que la vie est plus belle ici, mais voilà, pas du tout, hein. Enfin, les problématiques sont les mêmes que qu'ailleurs. 
54;;Oui, peut-être qu'il se rendent pas forcément compte de tout ce que ça implique. Je suppose que quand on a peut-être grandi en ville on s'imagine, voilà le retour à la nature, etc., sans peut-être mesurer les enjeux qu'il y a derrière et les problématiques auxquelles on peut être confronté quoi. C'est vrai que vivre dans un village où il y a 50 habitants l'hiver, peut-être que sur le coup on mesure pas forcément ce que ça implique, surtout si on arrive dans une communauté comme ça ou tout le monde se connaît. Ça peut être intimidant.  
55;;Ouais, ouais, c'est pas évident non plus hein, c'est pas évident et les gens sont un peu sur leur retenue au début, hein, Mais non, après il y a plusieurs exemples de gens qui se sont très bien intégrés dans la communauté du Niolu.  
56;;Et ça, vous sentez que c'est un peu une demande du village d'être plus attractif, enfin juste de d'augmenter à nouveau la population du village ou on se contente de la saisonnalité?? Ou on essaye vraiment de redévelopper un peu ? Ce que les gens ont envie quoi.  
57;;Bah après là, c'est encore un peu ... c'est la même chose que dans le dans le discours, oui, tout le monde a envie que y ait un peu plus de gens ... sans qu'il y ait trop de gens non plus. Mais là, on a atteint quand même un point critique dans certains villages, donc quand les dernières personnes, les personnes âgées qui restent encore au village vont décéder. On va descendre vraiment bas quoi. Donc je pense qu'on a atteint un point là critique. Il faut, il faudrait des gens qui s'installent. Les gens en tout cas sont favorables à ce qu'y a des gens qui reviennent au village. C'est sûr, mais pas si c'est pour venir quinze jours.  
58;;Vous me disiez que ça vous ferait pas partir ou quoi, mais est-ce que quand même du coup le fait que y a des gens qui partent, qu'il y ait de moins en moins de monde ça peut quand même contribuer au fait que la vie soit un peu moins agréable?? Enfin que le sentiment de bien vivre à Lozzi il diminue parce que peut-être moins cette communauté, ça affecte quand même le fait que vous vous sentiez bien au village?? 
59;;Alors, pas pour l'instant. Je dirais pour l'instant, non, c'est pas du tout ce que je ressens mais comme je vous disais, je suis occupée. Enfin, je suis occupée ailleurs, je suis occupée à la maison. Enfin voilà, je suis pas en permanence à la recherche de lien social, de personnes pour discuter. À la limite j’ai pas le temps pour l'instant donc non. Après j'apprécie les week-ends où on est plus nombreux, où on se retrouve le vendredi soir, le samedi soir. C'est bien, j'apprécie ça. mais je pense que le week-end j'espère qu'on aura toujours ce choix-là. Après c'est personnel donc je sais pas, mais moi personnellement je m'occupe même toute seule. Enfin, voilà, marcher, me balader dans la montagne, dans la nature, seule, ça me va très bien. Que je puisse faire mon jardin, des choses simples, mais je dis pas que ça me suffira à l'avenir. Pour l'instant ça me suffit parce que dans la semaine je suis occupée.  
60;;Oui, vous avez déjà le temps qui est pris alors  ... 
61;;Ouais, oui, c'est ça.  
62;;Et vous pensez que justement, en habitant dans des endroits comme ça, finalement, on arrive à se satisfaire de moins et justement de mieux s'occuper avec des choses plus simples?? Parce que souvent en fait en en ville on s'habitue tellement à avoir plein de choses à faire plein de trucs. Plus on a accès à ça, plus on en redemande et au contraire, d'évoluer dans des endroits comme ça au final, on a moins de critères finalement pour se sentir?? 
63;;Ça c'est sûr. Enfin, c'est sûr ... je sais pas si c'est sûr, mais en tout cas pour moi c'est vrai, et j'essaie que ce se soit vrai pour mes enfants. Après c'est personnel mais l'essentiel pour nous il est dans les choses simples, apprécier des moments simples, voilà apprécier ce qu'on a autour de nous. C'est ce qu'on essaie de de faire ressentir à nos enfants. Après, à leur âge, c'est moins évident mais oui plus on vieillit, plus c'est évident.  
64;;Ça, c'est vrai que ... enfin, moi je vois quand j'avais 16 ans, que j'étais en Ardèche et que j'avais rien à faire bah ça me saoulait quoi. Et puis maintenant que je me rends compte qu'au final oui c'est bien la ville et tout mais il manque toujours en fait ... ce qui manque, c'est d'être chez soi.  
65;;Après ici, maintenant, on a accès à tout. Après la seule chose, c'est vraiment les gens. Le jour où il n'y aura plus assez de gens pour tenir une vie sociale, je dirais. Mais pour le reste, on accès à tout, hein.  
66;;Oui donc en fait pour résumer, le plus important, c'est ce qui est beaucoup ressorti avec les habitants de Lozzi, c'est vraiment l'esprit communautaire, la proximité entre les gens du village, ça, c'est un critère de bien être important.  
67;;Tout à fait. Pour rajouter, un lien intergénérationnel, en fait, qui fait que il y a pas de barrière entre les gens de 70 ans, les gens de 50 ans, les gens de 20 ans et encore plus petits. Voilà, une espèce de communauté villageoise, qui transcendent l’histoire de la barrière des âges ou des générations.   
68;;Ça c'est intéressant. Est-ce que là-dedans, ce qui est important aussi pour vous c'est peut-être la question de transmission, de l'attachement au village, de la vie au village, ça c'est par exemple quelque chose qui a été important pour vous de transmettre à vos enfants?? Qu'ils aient accès aux plus anciens.  
69;;Ah oui, oui, tout à fait. Après, je pense qu'on l'a fait inconsciemment, hein, je me suis pas dis je fais ça pour que. Mais après, voilà, moi, j'ai des enfants qui restent avec des personnes de 70 ans. Je lui dis, tu vas jouer avec tes copains vieux ? Je trouve ça génial. Enfin, y a pas que le lien, parents, grands-parents, enfants, voilà, c'est une grande famille. Ils sont très attachés à certaines personnes avec lesquelles on n'a pas de de liens familiaux.  
70;;Et ça leur apporte quoi pour vous à vos enfants ces relations intergénérationnelles ? 
71;;Après, je pourrais prendre des exemples comme ça, mais ça leur a apporté beaucoup de ... disons que le rapport avec la nature est très important pour les personnes ... pour nous, il l’est, mais pas forcément pour toutes les personnes de notre génération, je dirais. Pour les personnes plus anciennes, oui. Donc tout ça, le jardin, faire le jardin, pêcher, aller à la pêche, c'est pas moi qui ait appris à mes enfants à pêcher. Nous on n'était ni pêcheur, ni chasseur, donc voilà, mais ils ont appris avec des gens du village. Tous les noms, les lieux dits, avant ici, c'était comme ça, on faisait ci, on faisait ça. Enfin ce qui fait leur histoire en fait, et l'histoire du village, ils l’apprennent pas forcément par nous, parce que nous justement, on a eu ce creux où on a grandi ailleurs et il y a plein de choses qu'on sait pas donc c'est important qu'ils apprennent par d’autres personnes.  
72;;Et par exemple la langue Corse, ils l'ont appris vos enfants avec les anciens du village??  
73;;Alors la langue de Corse, ils l'ont apprise oui. Moi, je parle donc ils ont appris à la maison avec moi, ils l'ont appris à l'école. Mais aujourd'hui, ils le parlent avec les personnes du village.  
74;;Et ça, c'était important pour vous aussi de leur transmettre ça ? Le fait que parler Corse?? 
75;;Ah oui, oui, très important. C'est une partie de leur de leur identité, de la construction de leur personnalité et de leur identité. Donc oui c’était très important. Mais comme le fait de connaître l'endroit où on vit, connaître le patrimoine enfin, y a pas que la langue, il y a tout ce qui va ...  
76;;Mais quand même un aspect oui, du patrimoine, qui soit naturel, identitaire ou quoi, qui est important quand même de génération en génération, j'ai l'impression.  
77;;Ouais. Tout à fait, ouais.  
78;;Et ma dernière question, mais ça, c'est vraiment de façon générale ça se porte pas forcément sur Lozzi ou quoi, mais est-ce que pour vous un territoire attractif qui a beaucoup d’attractivité que ce soit résidentiel, beaucoup de gens qui viennent s'installer, ou de touristes, ça peut avoir une influence sur le bien-être des habitants?? Par exemple, un territoire qui accueille beaucoup de touristes est-ce que vous pensez que ça va influencer le bien-être des habitants ou pour vous y a pas de ... enfin, je pense à des villes très touristiques comme Porticcio, vous pensez que ça a une influence le fait qu’il y a beaucoup de monde ?  
79;;Ah oui. Enfin, en tout cas c’est pas ce que je souhaiterais pour ici, c'est évident. Après Porticcio c’est encore particulier parce que des gens originaires de Porticcio, je sais pas si y en a beaucoup. Enfin, c'est vraiment un endroit particulier, un truc particulier. C’est une ville construite comme ça pour le tourisme et voilà. Mais après, à un endroit comme Porto ... qui est ... donc non, je pense qu’il faut que ça reste dans une certaine mesure, pour que ça devienne, pour pas pour les gens qui y sont ... que ça devienne pas invivable.  
80;;Qu'on essaye de de développer le village, mais avec une ... 
81;;Après, c'est ce qu'on disait, c'est à dire qu’il faudrait que la saison soit étalée et que les gens soient pas là tous en même temps, pour que ce soit pas pour la population quelque chose de trop pesant.  
82;;Oui, pas que on aille sur des extrêmes, quoi, du tourisme de masse ou de la spéculation foncière, comme ça peut être le cas dans d’autres villes de Corse.   
